text,label
Tôi cảm thấy như một sự thất vọng và tôi cảm thấy như tôi cho phép mình bị tổn thương,0
"Tôi ở nhà, tôi có thể cảm nhận được cái lạnh đã thấm vào tay và chân tôi như thế nào",3
Tôi cảm thấy vinh dự và khiêm tốn vì anh ấy là một huyền thoại và một người mà tôi vẫn ngưỡng mộ,1
Tôi hỏi InchesWhyinches là những người di dời lũ lượt về những gì họ cảm thấy là an ninh trong kim loại quý,1
"Tôi làm những gì tôi làm, nó luôn cảm thấy đáng giá ngay khi tôi bước chân vào sân vận động đó, bất cứ nơi nào có thể trên thế giới, tôi cảm thấy như ở nhà",1
Tôi cảm thấy rất khó chịu và lo lắng và vì một vài lý do chính đáng,3
Tôi cảm thấy miễn cưỡng rời đi,4
"Tôi cảm thấy tràn đầy năng lượng hơn nhiều, nói chung tôi ngủ ngon hơn và vợ tôi cũng vậy",1
Tôi nhớ cảm giác thất vọng sâu sắc,0
"Một thời gian trước, một cô gái khác có quan hệ với bạn trai cũ của tôi đến hét vào mặt tôi lúc mười hai giờ đêm, đó là vì cô ấy nghĩ rằng tôi vẫn còn quan tâm đến chàng trai",3
Tôi cảm thấy rất lạc lõng và đã bỏ lỡ rất nhiều nhưng tôi đang bắt kịp,0
"Tuy nhiên, tôi có thể nói với bạn rằng điều đó sẽ làm tổn thương bạn, sẽ bị sỉ nhục và bạn sẽ cảm thấy tuyệt vời sau đó",1
Tôi đã đọc qua những tin nhắn cũ của tôi từ Knight và cảm thấy rất tình cảm nên tôi đã nhắn tin lại cho anh ấy,0
Tôi đã trải qua những giai đoạn hồi hộp và khủng bố tuyệt đối nhưng bây giờ tôi cảm thấy thư giãn và phấn khích,1
Tôi cảm thấy vui vẻ và không yếu đuối,1
"Tôi cảm thấy như rác rưởi, tôi không thể nghĩ về việc biết ơn ngay bây giờ, nó đau quá nặng",1
Tôi cảm thấy thật thô lỗ khi chụp ảnh ai đó nhưng đúng hơn là tôi cảm thấy lúng túng khi yêu cầu chụp ảnh,3
"Tôi đã mong đợi nó sẽ khá ốm yếu và dừa mang lại cho nó một cảm giác nhiệt đới tốt đẹp, tôi đã thất vọng vì chỉ có hai",0
Tôi có thể thực sự nói từ tận đáy lòng rằng tôi cảm thấy hoàn toàn biết ơn,1
Tôi cảm thấy như tôi muốn làm một cái gì đó nhưng ngôi nhà quá lộn xộn và tôi vẫn đang hoàn thành việc đan quà Giáng sinh,0
"Tôi cảm thấy thật ngu ngốc khi nói về điều này, tôi cảm thấy mình giống như một thiếu niên emo hay cáu kỉnh, người có rất nhiều vấn đề và quá yêu bạn trai tạm thời của mình",0
Tôi cảm thấy cáu kỉnh hôm nay là do tôi không ngủ đủ giấc do chuyến đi chơi dài bất ngờ tối hôm qua,3
"Tôi thấy bạn mạnh mẽ và tươi sáng như thế nào và khi bạn đạt được các cột mốc quan trọng của mình sớm vài tuần, tôi cảm thấy yên tâm rằng ruột của tôi luôn đúng",1
Tôi thực sự thích cảm giác sợ hãi,4
"Dù sao tôi cũng cảm thấy được khen thưởng, hữu ích và có giá trị",1
"Tôi cảm thấy ghê tởm, xấu hổ và buồn bã về cách tôi xử lý tình huống",3
Tôi cảm thấy khập khiễng khi phàn nàn về việc lấy tín chỉ trong học kỳ này bởi vì tôi biết những người lấy tín dụng thường xuyên nhưng người đàn ông này thật tệ,4
Tôi cảm thấy tiếc cho những người làm việc trong các lĩnh vực thâm dụng vốn được đăng trên một HREF http zackmdavis,0
"Tôi cảm thấy nhịp đập của bạn trên môi tôi khi tôi đuổi theo con rồng, mút môi bạn và là trái tim và lưỡi của bạn mong muốn cầu xin phần của tôi và những ngón tay dịch nỗi buồn của bạn khi bạn chạm vào bên trong linh hồn tôi, tức giận trong hơi thở thương xót của tôi, câu chuyện sẽ không mở ra",3
"Tôi cảm thấy bình tĩnh, may mắn là không bị sốc vì trong đầu tôi đã nghĩ rằng sẽ chờ đợi bất kể kết quả ra sao;",1
"Tôi cầu nguyện rằng những đôi mắt đọc được điều này, những tâm trí hiểu được điều này và những tấm lòng cảm thấy điều này sẽ không bị xúc phạm",3
Tôi vẫn cảm thấy vui vẻ khi nghỉ ngơi bình yên và rằng không có gì không có gì có thể ngăn cản tôi,1
Tôi không cảm thấy mình là một đứa trẻ nhưng tôi có thể thấy mình nhượng bộ theo cách vô tư đó của Lestat,1
Tôi có cảm giác rằng một vài đứa trẻ mà tôi ghét năm cuối cấp sẽ ở đó,0
"Tôi đi chơi, tôi rời đi với cảm giác tràn đầy năng lượng và hạnh phúc",1
Tôi cảm thấy một dấu vết của sự ô nhục đối với người đàn ông duyên dáng đang ôm lấy chiếc vòng tay của cô ấy,2
Tôi lái xe để trả tiền cho cô ấy cho món ăn nhẹ mà cô ấy đang nhìn tôi một cách mệt mỏi và tôi cảm thấy choáng váng bởi những gì vừa xảy ra và cảm thấy một sự tự tin khác thường và hiếm có,5
i cảm thấy thực sự vui vẻ img src http s,1
Tôi cảm thấy lo lắng không biết phải làm gì với bản thân mình,4
Tôi đang chữa bệnh nhưng đôi khi tôi vẫn cảm thấy run rẩy khi tôi cố gắng hoàn thành một số công việc trong tuần này,4
Tôi cảm thấy tràn đầy năng lượng và mạnh mẽ,1
Tôi muốn chia sẻ cảm xúc của mình nhưng không muốn cảm thấy bị sỉ nhục,0
Tôi cảm thấy mình thật ngây thơ và ngây thơ vì chúng tôi đến đó bằng LRT hoặc chuyến tàu mà nó luôn chật cứng trong lần cuối cùng tôi đi nó giống như nhiều năm trước,1
im cảm thấy hơi lạc quan,1
Tôi cảm thấy rạng rỡ sáng nay,1
"Tôi cảm thấy rằng tôi biết Thiên Chúa là có thật và Ngài yêu thương nếu tôi cảm thấy rằng tôi có những lý do chặt chẽ cho những khái niệm như vậy, thì sẽ có ý nghĩa gì khi đổ lỗi cho Ngài về những bất hạnh xảy ra với chúng ta, trong khi thực tế Chúa Giêsu cảnh báo rằng sẽ có hoạn nạn trên thế giới",2
Tôi không biết khi nào tôi cảm thấy nhàm chán nhưng mặc dù im hạnh phúc tôi đã làm một blog mới liên kết happywarmworld,0
Tôi đã rất đau lòng hoặc cảm thấy quá lãng mạn và tôi thậm chí không cảm thấy như tôi đã tạo ra bất kỳ kết nối nào như vậy,2
"Tôi đã kết thúc với một studio hoàn hảo và bây giờ khi tôi bước vào nó, tôi cảm thấy trầm trọng hơn, vâng, điều đó thật kỳ lạ",3
"Tôi cho rằng khi một tạp chí trình bày những lời khuyên thiết thực cho độc giả của họ, các biên tập viên của nó cảm thấy cần phải thêm gia vị cho bài viết để làm cho nó có vẻ không quá nhàm chán",0
"Tôi khóc vì cảm thấy tồi tệ, tôi khóc vì bố chế giễu tôi vì bị ốm haha, tôi đùa bạn không phải điều đó đã xảy ra nhiều lần tất cả trong niềm vui tốt Tôi khóc vì đó là những gì tôi làm trong mọi tình huống bất lợi",0
Tôi cảm thấy như tôi đã bước vào một vũ trụ kỳ lạ nào đó và tôi thực sự biết ơn vì điều đó,4
Tôi nghĩ độc đáo tổng hợp cảm giác nói quá nhiều về việc theo đuổi nghệ thuật,1
Tôi chỉ cần tìm cách để cảm thấy xinh đẹp,1
"Tôi thấy những hình thức mà tôi chưa làm, tôi chỉ cảm thấy rất kích động",3
Tôi đã cảm thấy tồi tệ vì ngày bánh mì tròn của nó và tôi vô tình có một chiếc bánh mì tròn jalapeno,0
Ive đã có một thời gian hơi khó khăn để cố gắng tìm một cái gì đó để cảm thấy biết ơn,1
Tôi bắt đầu cảm thấy lo lắng khi nghĩ về cách tôi dự định nuôi những thanh thiếu niên trẻ hơn,4
"Tôi bắt đầu cảm thấy khó chịu bên trong, cảm thấy buồn nôn, đầu choáng váng và khó thở",4
Tôi muốn cảm thấy được ai đó yêu thương và trân trọng,2
"Tôi cần một kế hoạch về cách thoát khỏi cảm giác đó, nó hoàn toàn chiếm lấy mọi thứ, tôi hoàn toàn bị phân tâm trong công việc với mọi thứ tôi đang cố gắng làm trong bất kỳ thời gian rảnh nào, tôi có vào buổi tối, các dự án đang chiếm lấy cuộc sống của tôi và thực tế là tôi hoàn toàn cảm thấy kiệt sức bởi tất cả",3
Tôi cảm thấy bực bội về việc trở thành một người cho đi,3
Tôi ăn mừng trong một năm và tôi cảm thấy thế nào khi hỗ trợ một số người trong số họ khi lịch sử đằng sau hầu hết các ngày lễ truyền thống của chúng tôi dựa trên một số thứ xấu xí hoặc ít nhất là trong nhiều trường hợp rất nhiều thứ mà tôi không tin tưởng hoặc ủng hộ,2
Tôi cảm thấy rất thất bại và như thể tôi không thể tiếp tục nên tôi miễn cưỡng yêu cầu gây tê ngoài màng cứng,0
Tôi dự đoán góc để giành chiến thắng và tôi cảm thấy ít gắt gỏng hơn một chút so với khi tôi viết rằng hãy nói rằng giá treo cổ thắng sạch sẽ ở đây để giữ mọi thứ chặt chẽ,3
Tôi cảm thấy đây là bước tiếp theo của mình và tôi không muốn nghi ngờ nhưng tôi cảm thấy thật ngu ngốc khi giữ hy vọng cho rất nhiều tiền sẽ đến trong một thời gian ngắn như vậy,0
Tôi yêu cộng đồng này đến chết nhưng đôi khi tôi cảm thấy đôi khi chúng tôi không hỗ trợ,2
Tối nay tôi cảm thấy rất hy vọng vào tương lai của cuộc khủng hoảng trẻ mồ côi ở đất nước này,1
Tôi hát càng tự tin hơn nhưng tôi vẫn hơi lo lắng trong đêm khai mạc,4
Tôi cảm thấy mình thực sự là một cô gái cướp biển dễ thương hơn là một người đàn ông địa chủ có phần dễ thương mà tôi đang có,1
Tôi quyết định thử zipline trong Picnic Grove vì chúng tôi cảm thấy một chút phiêu lưu vào ngày hôm đó,1
Tôi biết điều đó là sai nhưng tôi cảm thấy xấu xí,0
Tôi sẽ học cách bày tỏ cảm xúc của mình theo cách dễ chấp nhận hơn,1
Tôi cảm thấy mọi người không biết cách câu cá đúng cách và do đó không phổ biến như họ nên,1
Tôi thấy mình cảm thấy ghen tị mặc dù,3
"Tôi cảm thấy những con ngựa bị nhốt lại và xác định nếu chúng tôi có thời tiết dù chỉ một chút, tôi sẽ thấy rằng mỗi con ngựa đều có cơ hội ra ngoài",1
im vui mừng để có được về nhà và dành thời gian với tất cả mọi người xin vui lòng cảm thấy tự do để gửi email gọi điện thoại hoặc nhắn tin và cho tôi biết nếu bạn đang có sẵn cho bữa tối hoặc cà phê hoặc bất cứ điều gì,1
"Tôi cảm thấy rõ ràng hơn, vui vẻ và sống động hơn",1
Tôi đã cảm thấy phiêu lưu,1
Tôi bị bỏ lại với sự chính trực và phẩm giá của tôi còn nguyên vẹn nhưng cảm thấy tức giận,3
Tôi được biết đến với việc để mọi thứ trôi qua khi tôi cảm thấy không tốt,1
Tôi cảm thấy nghi ngờ và hình ảnh hiện lên trong tâm trí tôi là đối phó với một nút thắt lớn trong dây giày của tôi và sau đó cảm thấy thất vọng,3
im cảm thấy nhàm chán,0
Tôi cảm thấy rất rắc rối về những vấn đề tầm thường nhất,0
Tôi đã nói với bạn rằng tôi không bao giờ muốn bạn thối rữa trong địa ngục và hầu hết thời gian tôi ước mình bớt ngu ngốc và vụng về để bạn sẽ không bao giờ cảm thấy bất hạnh,0
"Tôi sử dụng biểu tượng cảm xúc vì nó sẽ rất khó xử khi viết, tôi cảm thấy thích thú với những gì bạn đang viết ngay bây giờ trái ngược với XD",1
Tôi cảm thấy như tôi đã mất tất cả mọi thứ và tất cả mọi người,0
Tôi cảm thấy tôi thực sự đã làm sai Commodore,3
"Tuy nhiên, tôi không cảm thấy sự mất mát cuộc sống của sĩ quan Nicholsons bi thảm hơn cái chết của người mẹ trẻ mà vụ giết người đã bắt đầu toàn bộ kịch bản này trong chuyển động",0
Tôi cảm thấy như cái chết nghĩ rằng cảm giác như cái chết sẽ khiến tôi trở thành một nhà tâm lý học từ bi hơn,2
Tôi cảm thấy hơi vội vàng,3
Tôi cảm thấy phiêu lưu và đi cầu thang,1
Tôi cảm thấy tội lỗi vì đã không làm tất cả những gì tôi sử dụng để tôi cảm thấy lo lắng rằng tôi là một sĩ quan tồi,0
"Tôi mặc chiếc áo này, tôi cảm thấy nghệ thuật, bạn là nghệ thuật nhưng bây giờ tôi trông nghệ thuật, vâng, con trai bạn làm;",1
im chắc chắn bạn biết cảm giác của không thể được làm phiền i chỉ cảm thấy poo,3
Tôi không có ý nói rằng tôi thích gà ra ngoài nhưng tôi cảm thấy bất an hơn về bản thân và có thể nghi ngờ thực tế rằng tôi sẽ có thể chạy km vào ngày mai,4
Tôi cảm thấy như thể nghệ thuật của bộ phim hài lãng mạn đã xấu đi gần đây và tôi bị thu hút bởi những bộ phim như Sabrina Notting Hill và Love Actually,2
"Tôi phải đến lớp tám điệu nhảy trong một giờ chín về nhà mười nếu tôi may mắn ăn tôi không thể ăn trước một lớp học vì nhảy múa khi no khiến tôi cảm thấy hèn hạ, ngồi xung quanh tiêu hóa, v.v. sau đó đi ngủ và cố gắng ngủ trước khi dậy sớm một cách bất thường",3
Tôi cảm thấy tự tin rằng tôi sẽ có thể đi cửa sau trước giờ ăn tối,1
Tôi mong đợi khi tôi cảm thấy tốt hơn và có thể viết thường xuyên hơn,1
"Tôi cảm thấy anh ấy chỉ chơi cảm xúc của tôi, có lẽ anh ấy muốn làm tan nát trái tim tôi",0
"Tôi nhắm chặt mắt và bịt tai lại, và cảm ơn Chúa, tôi thức dậy trước khi tôi xin lỗi vì sự tàn bạo của cơn ác mộng của mình, nó khiến tôi cảm thấy run rẩy và buồn nôn để nói ít nhất",4
"Đôi khi tôi cảm thấy bất lực khủng khiếp, nhưng ngay cả với nhận thức tâm linh hạn chế mà tôi có, tôi vẫn có thể tìm thấy câu trả lời vì tôi biết kết thúc không phải là kết quả của quyết định của mình, tôi sẽ có thể tiếp tục điều chỉnh lại, tự mình nhặt lại các mảnh hoặc tận hưởng quyết định của mình",4
Tôi thực sự rất vui khi nghe điều này vì gần đây tôi cảm thấy kiệt sức một cách bất thường nên hy vọng điều này sẽ giúp ích,0
"Tôi biết tôi đang run rẩy vì nhiều lý do, một lý do lớn là kể từ khi bộ phim u nang này bắt đầu, tôi rất lạnh và cảm thấy kiệt sức",0
Tôi quá đam mê nhưng tôi yêu âm nhạc vì nó khiến tôi cảm thấy tôi kết nối với các bài hát và nghệ sĩ và tôi rất ngạc nhiên và thực sự kinh ngạc về những người có thể viết một bài hát chạm vào tôi,5
Tôi cảm thấy như thể tôi đang ở trong lòng của Mẹ Thiên Chúa và Mẹ đang ôm tôi trong vòng tay mềm mại và dịu dàng của Mẹ,1
Tôi đã để mình ngủ thiếp đi vào đầu giờ chiều nay và tôi cảm thấy vô cùng tồi tệ,0
Tôi cảm thấy rất thoải mái khi chơi với Carl Clarke nói,1
"Tôi chưa bao giờ có cảm giác quá no ngoại trừ vài lần tôi ăn khoai lang và tin tôi đi, tôi đã ăn rất nhiều",2
"Tôi yêu cầu không ai tặng quà cho tôi, nhưng nếu tôi đến nhà chị gái tôi, khi mọi người tụ tập cho ngày lễ, tôi sẽ cảm thấy bất lịch sự khi xuất hiện tay không",3
Tôi nhớ việc không cảm thấy tội lỗi về quá nhiều thứ vì tôi đã phản ứng một cách khủng khiếp hoặc nói không với con tôi chỉ vì mục đích nói không,0
Tôi cảm thấy rất may mắn khi biết rằng tôi có một gia đình lớn những người ủng hộ tiếp tục an ủi tôi,2
Tôi nhớ ngày đầu tiên cảm thấy tồi tệ cách đây nhiều năm và tôi tin rằng cơ thể mình đang phản bội tôi như thế nào,0
Tôi cảm thấy ngu ngốc và dễ lây lan ở đây chúng tôi bây giờ chúng tôi đang giải trí cho chúng tôi một mulatto một người bạch tạng một con muỗi ham muốn tình dục của tôi yeah hey yay im tồi tệ hơn ở những gì tôi làm tốt nhất và cho món quà này tôi cảm thấy may mắn nhóm nhỏ của chúng tôi đã luôn luôn và sẽ luôn luôn cho đến khi kết thúc xin chào xin chào xin chào xin chào làm thế nào thấp,0
Tôi hỏi những cô gái tôi đi cùng rằng đó chỉ là tôi hay đôi mắt của họ cũng cảm thấy kỳ lạ,5
Tôi có thể cảm thấy là sự bình yên được chào đón sau một tuần đóng gói nói lời tạm biệt và đối phó với cảm giác di dời quá mức,1
Tôi cảm thấy hơi tiếc cho anh ta và sự tán tỉnh giữa Peeta và nữ chính trong cuốn sách khiến tôi cảm thấy như tôi thực sự không muốn anh ta chết ngay cả khi chỉ vì cảm xúc của Katnisss,0
Tôi cảm thấy bị phản bội và sỉ nhục,0
"Tôi cảm thấy hơi ảm đạm, tôi đoán vậy",0
Tôi mang cảm giác tội lỗi thông thường là cảm thấy ích kỷ và tự cho mình là trung tâm nếu tôi dành thời gian hoặc bất cứ điều gì cho bản thân,3
"Tôi đã cảm thấy hơi ảm đạm vào cuối tuần, có lẽ đó là tất cả những ngày xám xịt mà chúng tôi đã có",0
Tôi thích cảm giác phục tùng hoặc ít nhất là người yêu tôi chiếm ưu thế,0
Tôi ghét những cảm giác không tự mãn này,1
Tôi cảm thấy hoàn toàn ghê tởm khi họ nhìn tôi theo cách như vậy nhưng mọi thứ vẫn tiếp tục,3
Tôi cảm thấy tuyệt vọng và cô đơn và tôi ăn để xoa dịu bản thân,0
"Tôi biết trực tiếp và tất cả quá rõ những cảm giác đau đớn làm tổn thương, xấu hổ và thậm chí xấu hổ về hình ảnh bản thân, hình dạng cơ thể, đặc điểm thể chất, cân nặng, v.v. vì những gì tôi đã để cơ thể mình trở thành;",0
Tôi thức dậy sáng nay muốn khóc và cảm giác vẫn chưa bị lung lay,4
"Tôi biết tôi đã không đăng bất cứ điều gì trong nhiều tháng và tôi cảm thấy có lỗi lớn nhờ các kỳ thi, bài kiểm tra và bài tập và tất cả nhưng cho đến nay rất tốt",0
Tôi ước mình có thể cảm thấy tràn đầy năng lượng hơn và đối phó với ít đau đớn hơn nhưng đó có thể là lựa chọn tốt nhất của tôi,1
Tôi đi làm cảm thấy vẫn còn khó chịu và vui lên một chút mite khi tôi đến đó,0
Tôi cảm thấy tuyệt vời và tôi bắt đầu tăng cân,1
Hôm nay tôi nhận ra rằng tôi không biết mình muốn gì và đó là lý do chính khiến tôi cảm thấy không hài lòng thường xuyên,3
"Tôi mất hứng thú đọc truyện khi tôi cảm thấy như căng thẳng đã được giải quyết, điều này đã xảy ra một vài lần nhưng tôi vẫn muốn đọc nhiều hơn",1
Tôi cảm thấy kiệt sức và chán nản vì tất cả,0
Tôi cảm thấy tiếc cho các nhà văn bởi vì ngay cả những nhà văn buồn tẻ cũng có thể trả tiền để có một trang bìa khá tốt được thực hiện cho họ,0
Tôi phải làm điều này và làm cho một số VJ cảm thấy ghen tị,3
Tôi cảm thấy ức chế vì không có lối thoát để đối phó với căng thẳng tình dục của mình,0
"Tôi không biết tại sao tối nay tôi lại cảm thấy bị mỉa mai như vậy, nhưng Christian có vẻ thích thú với trò đùa của tôi và mỗi lần Seth xin lỗi vì hành vi của tôi, Christian nói với anh ấy rằng mọi chuyện khá ổn và khóa mắt với tôi",3
Tôi cảm thấy cũng có một sự khác biệt giữa yêu một ai đó và yêu một ai đó,2
Tôi cảm thấy anh ấy rất sẵn lòng giúp đỡ,1
"Tôi đã có một giấc mơ rất khiêu khích, loại khiến bạn cảm thấy hơi run rẩy khi thức dậy từ nó",4
"Tôi cảm thấy rằng tôi nên viết công ty và nói rằng chỉ vì lý do này, họ cần phải đi xa hơn về phía đông",0
"Tôi khá đào sâu giai điệu nhẹ nhàng và hướng cốt truyện, tôi cảm thấy một mối liên kết tình cảm miễn cưỡng với chương trình",4
"Tôi thân thiện và rất dễ nói chuyện nếu bạn cởi mở để biết tôi như một người bạn chứ không phải từ cách tiếp cận từ trên xuống vì tôi cảm thấy bị đe dọa và khi tôi chỉ biết tôi không muốn xúc phạm ai đó, tôi im lặng",4
Tôi đã tức giận và cảm thấy rất vỡ mộng,0
Tôi không gọi những gì tôi đang cảm thấy là lo lắng nhưng lo lắng hơn,4
"Tôi biết tôi có gia đình, bạn bè và Chúa nhưng một số thời điểm trong cuộc sống của bạn trong cuộc sống của tôi, tôi muốn cảm thấy tình yêu lãng mạn một lần nữa",2
Tôi cảm thấy thực sự thấp thỏm,0
Tôi cảm thấy khá choáng ngợp với tất cả những gì có trong danh sách việc cần làm của mình,5
Tôi có thể cảm nhận được sự khởi đầu của cảm lạnh vì vậy tôi nghĩ rằng tôi xứng đáng được tắm nước nóng ghê tởm,3
Tôi cảm thấy giọng nói cáu kỉnh trong đầu chỉ muốn ăn bất cứ thứ gì nó muốn,3
Tôi cảm thấy rất do dự khi đăng chúng,4
Tôi đã cảm thấy rất e ngại về việc quay trở lại,4
"Tôi đang dọn dẹp nơi này và khoảng vài phút sau, tôi bắt đầu cảm thấy hoang tưởng và những gì tôi chỉ có thể giả định là sự khởi đầu của một giai đoạn tâm thần",4
"Tôi cảm thấy thiếu quyết đoán một cách điên cuồng, bốc đồng chỉ trong một",4
Tôi không cảm thấy muốn tạo ra một tôn giáo khác sẽ gây rắc rối cho linh hồn rắc rối của nhiều người,0
"Tôi không mong đợi Reilly sẽ làm chúng rối tung lên và vì chúng tôi không có mèo, tôi cảm thấy khá an toàn khi để chúng ở lại",1
Tôi biết đã quá muộn để bò trở lại với bạn nhưng tôi cảm thấy rất cô đơn,0
"Tôi chưa bao giờ làm bất cứ điều gì để làm cho cô ấy khóc hoặc muốn cô ấy khóc, nhưng sau bốn tháng tôi cảm thấy hơi lạ, tôi chưa bao giờ nhìn thấy khía cạnh đó của cô ấy",4
Tôi cảm thấy kiệt sức vì phải đối phó với kịch tính giữa các tác giả khác đến nỗi tôi không có năng lượng để viết,0
Tôi cảm thấy khó chịu một cách thích hợp bởi bảng điều khiển và đã đến lúc giúp bạn có được một công thức cho những món ăn được coi là không xứng đáng trước đây,3
cuối cùng tôi cũng cảm thấy hiệu quả hơn một chút,1
Tôi cảm thấy áp lực khi phải hành động như tôi rất đau lòng nhưng bí mật tôi không thực sự quan tâm nhiều như vậy,0
Tôi muốn thông báo rằng tôi luôn cảm thấy trái tim ngọt ngào của tôi bên cạnh tôi nhưng tôi cần phải làm tình với một con người Tôi không thể sống mà không có tình yêu Câu hỏi là đó có phải là một loại ngoại tình với người ngọt ngào đã qua của tôi hay không Tôi cảm thấy rằng ngọt ngào của tôi là một href http tiết kiệmhôn nhân của bạnbeforeitbắt đầu,2
Chắc hẳn tôi đã cảm thấy giàu có,1
Có lẽ tôi cảm thấy cần phải tiếp tục mỗi năm và thực tế là tôi đã ở đây nhiều năm nay khiến tôi cảm thấy hoàn toàn vô giá trị ở đâu đó,0
im cảm thấy rất morose,0
Tôi thường cảm thấy bị cuộc sống xúc phạm,3
Tôi đã bị quấy rầy trong suốt cuộc đời mình với cảm giác thất vọng kỳ lạ này rằng nó không đủ để tôi cam chịu thất bại và những người khác sẽ thích thú với nó với một Tôi đã nói với bạn như vậy,0
Tôi đã học được trong tháng chúng tôi quản lý để tìm một công ty khác và cảm thấy yên bình mà không có một ông chủ say xỉn và la hét với nhân viên của mình,1
"Tôi chọn đi theo cảm giác trực giác của mình, tôi nghĩ điều này chỉ khiến Laetshi thích thú hơn nữa, nếu tôi là kiểu người dễ bối rối, có lẽ anh ấy đã nói điều gì đó",1
Bây giờ tôi cảm thấy hơi không chắc chắn về những gì cần chạm vào tiếp theo,4
Tôi cảm thấy bực bội vì tôi tự nghĩ rằng cô ấy nên tin tưởng tôi,3
Tôi không thể tìm thấy nó trong trái tim mình để cảm thấy ít thất vọng nhất vì đã bỏ lỡ nó,0
"Tôi nói với cô ấy rằng tôi không nghĩ cô ấy đánh giá cao cảm giác không thực tế của tôi phổ biến như thế nào khi tôi thấy mình bị hư hỏng, tan vỡ không thể sửa chữa và ý nghĩ sống thêm năm mươi năm như thế này là không thể chịu đựng được rằng mọi thứ đều cảm thấy quá sức",0
Tôi tgt v u nhưng tôi vẫn cảm thấy không vui,0
Tôi cảm thấy bị đánh bại hoặc nghi ngờ,0
Tôi cảm thấy công việc của tôi là cung cấp cho bạn quan điểm để ít nhất cố gắng cung cấp bối cảnh về lý do tại sao những người có vẻ thông minh lại nói những điều không thể tưởng tượng được như vậy,1
Tôi bắt đầu cảm thấy hơi u sầu cho đến khi người bạn Saba của tôi gọi điện yêu cầu gặp tôi trước sinh nhật Waleeds,0
Tôi rời cuộc hẹn đó với cảm giác thực sự bối rối rằng lựa chọn VBAC đã bị cướp khỏi tôi nhưng cũng hài lòng với thực tế là tôi đã cầu nguyện và có thể nhận được một dấu hiệu của ý Chúa cho sự ra đời này,1
Tôi đang cảm thấy một sự kết hợp của tự mãn và hạnh phúc,1
"Tôi có thể cảm nhận được sự do dự, cám dỗ để lùi lại và làm mờ các hoạt động của mùa giải theo thói quen;",0
Tôi thậm chí còn cảm thấy ít lộng lẫy hơn và không có gì cần phải làm cả ngày nên tôi quyết định tự chăm sóc bản thân,1
Tôi cảm thấy ít bitchy hơn vào buổi sáng,3
Tôi cảm thấy tự tin để theo đuổi trò chơi flash nhiều người chơi tiếp theo trong chương trình nghị sự của tôi,1
Tôi cảm thấy chấp nhận được ngay cả mong muốn,1
"Tôi có, nhưng tôi vẫn cảm thấy vô dụng, vô giá trị và thậm chí tệ hơn một mình",0
Tôi hài lòng với tốc độ cuộc đua chính thức của mình và khả năng kéo nó lại với nhau khi tôi bắt đầu cảm thấy tồi tệ,0
Tôi cảm thấy rất sâu thẳm trong trái tim mình rằng tình yêu đó không mất đi sự vuốt ve đó là cách tôi liên lạc với phần còn lại của vũ trụ rằng tình yêu như ghét như tất cả những cảm xúc mạnh mẽ không bao giờ vô ích và không bao giờ mất,0
Tôi cảm thấy khá bận tâm vì đồng hồ thể chất và tinh thần của tôi vẫn còn trong tháng Mười,3
Tôi vẫn không chắc tại sao Reilly lại cảm thấy cần phải kỳ lạ như vậy,4
Tôi chỉ nhận được cảm giác tổng thể này từ anh ấy rằng anh ấy là một người ưu tú và hơi mệt mỏi,0
Tôi đã viết Deepika cảm thấy rất chán nản và nghĩ rằng hình bóng này sẽ không phù hợp với tôi,0
Tôi cảm thấy khó chịu bởi cái tên Friggin của cô ấy,3
Tôi không thể làm bất cứ điều gì ngoài việc cảm nhận cảm xúc bởi vì vấn đề phải được giải quyết để tiêu tan cảm xúc nhưng tôi bất lực để đưa ra bất kỳ giải pháp nào vì đó không phải là vấn đề của tôi,1
"Tôi bắt đầu cảm thấy thiếu kết nối với chồng tôi, tôi chắc chắn là kết quả trực tiếp của việc không dành nhiều thời gian cho nhau",1
"Tôi đã trải qua những tháng tiếp theo trong một đám mây mù do ma túy gây ra, không có khả năng suy nghĩ hay cảm nhận, nhưng nó không phải là bất cứ điều gì quyến rũ",1
Tôi cảm thấy đau đớn ngay cả khi tôi nhìn thấy một người bất hạnh trên đường phố ăn xin tại sao tâm trí tôi lại chạy đua và nghĩ tại sao người đó lại ở đó,0
Tôi cảm thấy ngu ngốc vì tôi sẽ mang đến những vấn đề hoàn toàn riêng biệt cho anh ta,0
Tôi cảm thấy anh ấy xứng đáng bị ghét và tôi muốn anh ấy biết chính xác tôi làm được bao nhiêu,0
im chỉ thực sự đau đớn và cảm thấy một chút choáng ngợp,4
Tôi nói với anh ấy rằng tôi cảm thấy rằng nhường quyền kiểm soát cuộc sống của chúng tôi là cách duy nhất để ngăn chặn sự diệt vong cực kỳ thông minh chơi trò nguyền rủa mà tôi biết,1
Cuối cùng tôi đã thay quần áo và nằm trên giường nhắm mắt trong một giờ tiếp theo và cuối cùng tôi bắt đầu cảm thấy tốt hơn,1
Tôi đã không cảm thấy bị đe dọa hay ngu ngốc trong một phút,4
